"Algo","generacion","tipo","numero","genero","nacionalidad","promedio","actividad","materias","altura","peso","IMC","costo_materia","colegiatura","status","carga_academica","beca","descuento","colegiatura_real"
"2743",2021,"P",12743,"O","EXT",85.1,"Deportiva",5,156.1,82.5,33.86,100,500,"Regular","Menor carga","40%",0.6,300
"2744",2021,"P",12744,"F","MEX",77.8,"Cultura",6,160.3,79.3,30.86,100,600,"Regular","Carga regular","0%",1,600
"2745",2021,"P",12745,"M","MEX",81.3,"Cultura",6,155,77.6,32.3,100,600,"Regular","Carga regular","0%",1,600
"2746",2021,"U",12746,"F","MEX",77,"Cultura",6,162.3,79.9,30.33,150,900,"Regular","Carga regular","0%",1,900
"2747",2021,"P",12747,"F","EXT",83.4,"Ninguna",6,161.4,78.9,30.29,100,600,"Regular","Carga regular","0%",1,600
"2748",2021,"U",12748,"F","MEX",84,"Ninguna",6,158.8,84.8,33.63,150,900,"Regular","Carga regular","0%",1,900
"2749",2021,"P",12749,"O","MEX",78.4,"Cultura",7,158.9,77,30.5,100,700,"Regular","Sobrecarga","0%",1,700
"2750",2021,"U",12750,"F","MEX",81.1,"Ninguna",5,159,82.1,32.47,150,750,"Regular","Menor carga","0%",1,750
"2751",2021,"U",12751,"M","EXT",75.1,"Cultura",6,156.5,85.9,35.07,150,900,"Regular","Carga regular","0%",1,900
"2752",2021,"P",12752,"O","EXT",81.5,"Deportiva",6,158.7,77,30.57,100,600,"Regular","Carga regular","0%",1,600
"2753",2021,"P",12753,"O","EXT",80.4,"Deportiva",6,159.9,77.8,30.43,100,600,"Regular","Carga regular","0%",1,600
"2754",2021,"U",12754,"F","MEX",74,"Cultura",6,162.5,85.1,32.23,150,900,"Regular","Carga regular","0%",1,900
"2755",2021,"U",12755,"M","MEX",85.9,"Cultura",7,161.1,73.1,28.17,150,1050,"Regular","Sobrecarga","50%",0.5,525
"2756",2021,"U",12756,"M","MEX",77.1,"Cultura",6,159.5,81.2,31.92,150,900,"Regular","Carga regular","0%",1,900
"2757",2021,"P",12757,"F","EXT",73,"Ninguna",6,157.6,79.1,31.85,100,600,"Regular","Carga regular","0%",1,600
"2758",2021,"U",12758,"F","MEX",69.9,"Deportiva",6,159.5,80.5,31.64,150,900,"Bajo rendimiento","Carga regular","0%",1,900
"2759",2021,"U",12759,"M","MEX",80,"Cultura",6,160,86.5,33.79,150,900,"Regular","Carga regular","0%",1,900
"2760",2021,"U",12760,"F","EXT",78.7,"Deportiva",6,159.5,81.4,32,150,900,"Regular","Carga regular","0%",1,900
"2761",2021,"U",12761,"F","EXT",87.8,"Cultura",6,159.3,78.5,30.93,150,900,"Regular","Carga regular","50%",0.5,450
"2762",2021,"U",12762,"M","MEX",88.7,"Cultura",6,155.8,74.3,30.61,150,900,"Regular","Carga regular","50%",0.5,450
"2763",2021,"U",12763,"F","MEX",80.3,"Deportiva",6,159.6,84.4,33.13,150,900,"Regular","Carga regular","0%",1,900
"2764",2021,"U",12764,"M","EXT",78.1,"Cultura",6,163.9,79.8,29.71,150,900,"Regular","Carga regular","0%",1,900
"2765",2021,"P",12765,"M","EXT",79.7,"Cultura",6,161.4,78.2,30.02,100,600,"Regular","Carga regular","0%",1,600
"2766",2021,"U",12766,"M","EXT",81.2,"Deportiva",5,161.1,80.1,30.86,150,750,"Regular","Menor carga","0%",1,750
"2767",2021,"P",12767,"F","MEX",76.2,"Cultura",6,163,76.5,28.79,100,600,"Regular","Carga regular","0%",1,600
"2768",2021,"U",12768,"F","EXT",81.3,"Ninguna",6,160.9,84.9,32.79,150,900,"Regular","Carga regular","0%",1,900
"2769",2021,"P",12769,"M","MEX",81.7,"Ninguna",5,163.9,74.1,27.58,100,500,"Regular","Menor carga","0%",1,500
"2770",2021,"U",12770,"F","MEX",80,"Cultura",5,156.7,78.5,31.97,150,750,"Regular","Menor carga","0%",1,750
"2771",2021,"P",12771,"M","MEX",87.3,"Ninguna",6,161,80.8,31.17,100,600,"Regular","Carga regular","0%",1,600
"2772",2021,"P",12772,"M","MEX",77.4,"Ninguna",6,158.6,73.2,29.1,100,600,"Regular","Carga regular","0%",1,600
"2773",2021,"U",12773,"F","EXT",82.5,"Deportiva",6,159.4,82.5,32.47,150,900,"Regular","Carga regular","0%",1,900
"2774",2021,"U",12774,"M","EXT",83.6,"Ninguna",6,159.5,80.9,31.8,150,900,"Regular","Carga regular","0%",1,900
"2775",2021,"P",12775,"F","EXT",89.8,"Deportiva",6,166,75.5,27.4,100,600,"Regular","Carga regular","40%",0.6,360
"2776",2021,"P",12776,"F","EXT",74.4,"Ninguna",6,162.7,73.7,27.84,100,600,"Regular","Carga regular","0%",1,600
"2777",2021,"P",12777,"M","MEX",87.5,"Ninguna",6,163.4,72,26.97,100,600,"Regular","Carga regular","0%",1,600
"2778",2021,"U",12778,"O","EXT",72.6,"Deportiva",6,160.7,82.5,31.95,150,900,"Regular","Carga regular","0%",1,900
"2779",2021,"P",12779,"F","MEX",80.8,"Ninguna",6,160.1,86.3,33.67,100,600,"Regular","Carga regular","0%",1,600
"2780",2021,"U",12780,"M","MEX",82.6,"Ninguna",6,159.5,86.5,34,150,900,"Regular","Carga regular","0%",1,900
"2781",2021,"P",12781,"M","EXT",75.6,"Ninguna",6,156.4,90.6,37.04,100,600,"Regular","Carga regular","0%",1,600
"2782",2021,"U",12782,"M","EXT",82.6,"Cultura",6,160.3,74.9,29.15,150,900,"Regular","Carga regular","0%",1,900
"2783",2021,"U",12783,"F","MEX",77.1,"Ninguna",6,159.4,78.9,31.05,150,900,"Regular","Carga regular","0%",1,900
"2784",2021,"U",12784,"M","MEX",73.4,"Ninguna",6,163,70.5,26.53,150,900,"Regular","Carga regular","0%",1,900
"2785",2021,"U",12785,"F","MEX",77.7,"Deportiva",6,161.2,87.4,33.63,150,900,"Regular","Carga regular","0%",1,900
"2786",2021,"U",12786,"F","MEX",80,"Deportiva",6,157.4,81.4,32.86,150,900,"Regular","Carga regular","0%",1,900
"2787",2021,"P",12787,"M","MEX",87.5,"Deportiva",6,162,80.9,30.83,100,600,"Regular","Carga regular","40%",0.6,360
"2788",2021,"P",12788,"F","MEX",78.8,"Ninguna",6,159.4,82.6,32.51,100,600,"Regular","Carga regular","0%",1,600
"2789",2021,"U",12789,"O","EXT",86.4,"Cultura",7,159.9,80.4,31.45,150,1050,"Regular","Sobrecarga","50%",0.5,525
"2790",2021,"U",12790,"F","MEX",77.8,"Deportiva",6,157.9,85.1,34.13,150,900,"Regular","Carga regular","0%",1,900
"2791",2021,"P",12791,"M","EXT",77.2,"Ninguna",5,158.4,71.4,28.46,100,500,"Regular","Menor carga","0%",1,500
"2792",2021,"P",12792,"F","MEX",85.6,"Ninguna",6,159,78.3,30.97,100,600,"Regular","Carga regular","0%",1,600
"2793",2021,"P",12793,"M","EXT",77.5,"Deportiva",5,161.3,70,26.9,100,500,"Regular","Menor carga","0%",1,500
"2794",2021,"U",12794,"F","EXT",76.9,"Ninguna",6,160.9,88.4,34.15,150,900,"Regular","Carga regular","0%",1,900
"2795",2021,"U",12795,"M","EXT",76.4,"Ninguna",6,155.9,84.5,34.77,150,900,"Regular","Carga regular","0%",1,900
"2796",2021,"U",12796,"M","EXT",83.8,"Cultura",6,158.4,85.1,33.92,150,900,"Regular","Carga regular","0%",1,900
"2797",2021,"P",12797,"F","EXT",82.4,"Cultura",6,158.7,79.4,31.53,100,600,"Regular","Carga regular","0%",1,600
"2798",2021,"P",12798,"F","EXT",81.9,"Deportiva",6,160.6,87.9,34.08,100,600,"Regular","Carga regular","0%",1,600
"2799",2021,"U",12799,"F","EXT",87.4,"Ninguna",6,158.9,79.4,31.45,150,900,"Regular","Carga regular","0%",1,900
"2800",2021,"P",12800,"F","MEX",81.6,"Cultura",6,155.1,84.8,35.25,100,600,"Regular","Carga regular","0%",1,600
"2801",2021,"P",12801,"O","MEX",87.1,"Deportiva",6,158.8,80.9,32.08,100,600,"Regular","Carga regular","40%",0.6,360
"2802",2021,"U",12802,"M","EXT",93.2,"Cultura",6,160.7,72.4,28.04,150,900,"Regular","Carga regular","50%",0.5,450
"2803",2021,"P",12803,"M","MEX",91.3,"Cultura",6,159.3,74.5,29.36,100,600,"Regular","Carga regular","50%",0.5,300
"2804",2021,"U",12804,"F","MEX",80.2,"Deportiva",7,156.4,78.1,31.93,150,1050,"Regular","Sobrecarga","0%",1,1050
"2805",2021,"P",12805,"M","EXT",78.4,"Ninguna",6,157.9,75.4,30.24,100,600,"Regular","Carga regular","0%",1,600
"2806",2021,"P",12806,"M","MEX",82.4,"Cultura",6,161.3,85.9,33.02,100,600,"Regular","Carga regular","0%",1,600
"2807",2021,"U",12807,"F","MEX",75.9,"Deportiva",5,159.4,83.1,32.71,150,750,"Regular","Menor carga","0%",1,750
"2808",2021,"P",12808,"F","MEX",73.2,"Deportiva",6,161.4,83.9,32.21,100,600,"Regular","Carga regular","0%",1,600
"2809",2021,"P",12809,"F","MEX",77.7,"Cultura",6,162.1,66.9,25.46,100,600,"Regular","Carga regular","0%",1,600
"2810",2021,"P",12810,"M","EXT",85.2,"Ninguna",6,164.8,84,30.93,100,600,"Regular","Carga regular","0%",1,600
"2811",2021,"U",12811,"M","MEX",86,"Cultura",7,162.1,78.5,29.87,150,1050,"Regular","Sobrecarga","50%",0.5,525
"2812",2021,"U",12812,"M","MEX",73.7,"Cultura",7,160.9,85.1,32.87,150,1050,"Regular","Sobrecarga","0%",1,1050
"2813",2021,"U",12813,"M","MEX",81.3,"Ninguna",6,158.5,82.9,33,150,900,"Regular","Carga regular","0%",1,900
"2814",2021,"U",12814,"F","MEX",82,"Deportiva",6,163.1,75.5,28.38,150,900,"Regular","Carga regular","0%",1,900
"2815",2021,"U",12815,"F","MEX",80.5,"Ninguna",6,155.2,80.6,33.46,150,900,"Regular","Carga regular","0%",1,900
"2816",2021,"U",12816,"M","MEX",81.7,"Deportiva",6,161,84.5,32.6,150,900,"Regular","Carga regular","0%",1,900
"2817",2021,"U",12817,"M","MEX",85.2,"Ninguna",6,159.2,82.8,32.67,150,900,"Regular","Carga regular","0%",1,900
"2818",2021,"P",12818,"F","MEX",79,"Cultura",6,157.1,83.7,33.91,100,600,"Regular","Carga regular","0%",1,600
"2819",2021,"P",12819,"O","EXT",77.9,"Cultura",6,161.5,83.9,32.17,100,600,"Regular","Carga regular","0%",1,600
"2820",2021,"P",12820,"F","MEX",79.7,"Ninguna",6,160.3,87.2,33.94,100,600,"Regular","Carga regular","0%",1,600
"2821",2021,"U",12821,"O","MEX",77.4,"Deportiva",6,158,73.7,29.52,150,900,"Regular","Carga regular","0%",1,900
"2822",2021,"U",12822,"F","MEX",85.5,"Ninguna",6,160.3,72.5,28.21,150,900,"Regular","Carga regular","0%",1,900
"2823",2021,"P",12823,"O","EXT",77.6,"Ninguna",6,160.9,77.4,29.9,100,600,"Regular","Carga regular","0%",1,600
"2824",2021,"U",12824,"M","MEX",84.1,"Ninguna",6,159.6,77.1,30.27,150,900,"Regular","Carga regular","0%",1,900
"2825",2021,"P",12825,"F","EXT",75.2,"Deportiva",7,158.7,80.8,32.08,100,700,"Regular","Sobrecarga","0%",1,700
"2826",2021,"U",12826,"F","MEX",70.2,"Deportiva",7,160,81.7,31.91,150,1050,"Regular","Sobrecarga","0%",1,1050
"2827",2021,"U",12827,"M","EXT",85.3,"Cultura",6,161.7,84.7,32.39,150,900,"Regular","Carga regular","50%",0.5,450
"2828",2021,"U",12828,"M","EXT",76.2,"Deportiva",6,162.7,86.1,32.53,150,900,"Regular","Carga regular","0%",1,900
"2829",2021,"U",12829,"O","MEX",87.2,"Deportiva",6,159.8,79.2,31.01,150,900,"Regular","Carga regular","40%",0.6,540
"2830",2021,"P",12830,"F","MEX",86.1,"Cultura",7,154.9,82.7,34.47,100,700,"Regular","Sobrecarga","50%",0.5,350
"2831",2021,"P",12831,"M","MEX",89.5,"Cultura",6,158.9,74.3,29.43,100,600,"Regular","Carga regular","50%",0.5,300
"2832",2021,"P",12832,"F","EXT",78.7,"Ninguna",6,160.8,76.5,29.59,100,600,"Regular","Carga regular","0%",1,600
"2833",2021,"U",12833,"F","MEX",81.9,"Cultura",6,161.8,79.7,30.44,150,900,"Regular","Carga regular","0%",1,900
"2834",2021,"P",12834,"F","MEX",75.7,"Cultura",7,158.1,78.5,31.41,100,700,"Regular","Sobrecarga","0%",1,700
"2835",2021,"P",12835,"O","MEX",74.9,"Ninguna",6,162.5,80.6,30.52,100,600,"Regular","Carga regular","0%",1,600
"2836",2021,"P",12836,"M","EXT",75.2,"Ninguna",6,160,85.1,33.24,100,600,"Regular","Carga regular","0%",1,600
"2837",2021,"P",12837,"M","MEX",80.8,"Cultura",7,157.8,75.3,30.24,100,700,"Regular","Sobrecarga","0%",1,700
"2838",2021,"U",12838,"M","MEX",81.3,"Cultura",6,157.7,80.5,32.37,150,900,"Regular","Carga regular","0%",1,900
"2839",2021,"U",12839,"M","EXT",92.8,"Ninguna",6,156.3,81,33.16,150,900,"Regular","Carga regular","0%",1,900
"2840",2021,"P",12840,"O","EXT",86.4,"Cultura",5,155.8,81.7,33.66,100,500,"Regular","Menor carga","50%",0.5,250
"2841",2021,"U",12841,"M","MEX",83.1,"Ninguna",6,160.8,74.3,28.74,150,900,"Regular","Carga regular","0%",1,900
"2842",2021,"U",12842,"F","EXT",85.9,"Ninguna",6,158.1,84.2,33.69,150,900,"Regular","Carga regular","0%",1,900
"2843",2021,"P",12843,"F","EXT",72.6,"Deportiva",6,163.1,84.4,31.73,100,600,"Regular","Carga regular","0%",1,600
"2844",2021,"P",12844,"M","MEX",83.6,"Ninguna",6,160.6,73.8,28.61,100,600,"Regular","Carga regular","0%",1,600
"2845",2021,"U",12845,"F","MEX",81,"Deportiva",6,162.1,82.9,31.55,150,900,"Regular","Carga regular","0%",1,900
"2846",2021,"P",12846,"M","MEX",78.1,"Deportiva",6,160.3,75.2,29.27,100,600,"Regular","Carga regular","0%",1,600
"2847",2021,"P",12847,"F","MEX",74,"Deportiva",6,157.3,82.1,33.18,100,600,"Regular","Carga regular","0%",1,600
"2848",2021,"P",12848,"F","MEX",74.3,"Ninguna",6,162,78.4,29.87,100,600,"Regular","Carga regular","0%",1,600
"2849",2021,"U",12849,"F","MEX",72.4,"Ninguna",6,156.9,84.9,34.49,150,900,"Regular","Carga regular","0%",1,900
"2850",2021,"U",12850,"F","MEX",80.5,"Cultura",5,157.7,79.5,31.97,150,750,"Regular","Menor carga","0%",1,750
"2851",2021,"P",12851,"O","MEX",81.6,"Ninguna",6,164.1,76.7,28.48,100,600,"Regular","Carga regular","0%",1,600
"2852",2021,"U",12852,"O","MEX",79.5,"Ninguna",6,159,79.5,31.45,150,900,"Regular","Carga regular","0%",1,900
"2853",2021,"P",12853,"O","MEX",77.2,"Cultura",6,161.9,89.8,34.26,100,600,"Regular","Carga regular","0%",1,600
"2854",2021,"U",12854,"M","MEX",78.4,"Cultura",6,161.4,84.9,32.59,150,900,"Regular","Carga regular","0%",1,900
"2855",2021,"U",12855,"O","MEX",78.9,"Ninguna",6,159.4,78.3,30.82,150,900,"Regular","Carga regular","0%",1,900
"2856",2021,"U",12856,"O","MEX",81.4,"Ninguna",7,163.4,81.7,30.6,150,1050,"Regular","Sobrecarga","0%",1,1050
"2857",2021,"U",12857,"M","EXT",83.9,"Cultura",6,160.7,81.3,31.48,150,900,"Regular","Carga regular","0%",1,900
"2858",2021,"U",12858,"F","MEX",73.8,"Deportiva",6,159.1,79.6,31.45,150,900,"Regular","Carga regular","0%",1,900
"2859",2021,"P",12859,"M","MEX",73,"Ninguna",5,163.8,85.3,31.79,100,500,"Regular","Menor carga","0%",1,500
"2860",2021,"P",12860,"F","MEX",74.3,"Ninguna",6,158.9,71.8,28.44,100,600,"Regular","Carga regular","0%",1,600
"2861",2021,"P",12861,"F","EXT",77.5,"Ninguna",6,160.7,71.8,27.8,100,600,"Regular","Carga regular","0%",1,600
"2862",2021,"U",12862,"F","EXT",75.3,"Ninguna",6,161.3,78.1,30.02,150,900,"Regular","Carga regular","0%",1,900
"2863",2021,"P",12863,"M","MEX",84.5,"Deportiva",6,161.5,79.8,30.6,100,600,"Regular","Carga regular","0%",1,600
"2864",2021,"P",12864,"M","MEX",78.9,"Cultura",5,159.2,76.8,30.3,100,500,"Regular","Menor carga","0%",1,500
"2865",2021,"P",12865,"O","MEX",77.4,"Cultura",6,160.1,81.7,31.87,100,600,"Regular","Carga regular","0%",1,600
"2866",2021,"U",12866,"F","MEX",75.4,"Cultura",5,162.4,87.1,33.03,150,750,"Regular","Menor carga","0%",1,750
"2867",2021,"P",12867,"M","MEX",79.3,"Ninguna",5,161,76.5,29.51,100,500,"Regular","Menor carga","0%",1,500
"2868",2021,"P",12868,"F","EXT",76.4,"Ninguna",6,164,79.1,29.41,100,600,"Regular","Carga regular","0%",1,600
"2869",2021,"U",12869,"M","MEX",80,"Deportiva",5,160.8,79.1,30.59,150,750,"Regular","Menor carga","0%",1,750
"2870",2021,"U",12870,"O","MEX",82.7,"Cultura",6,154.3,81.7,34.32,150,900,"Regular","Carga regular","0%",1,900
"2871",2021,"U",12871,"M","MEX",77.5,"Deportiva",7,156.3,82.8,33.89,150,1050,"Regular","Sobrecarga","0%",1,1050
"2872",2021,"P",12872,"O","MEX",73.6,"Deportiva",6,160.8,87,33.65,100,600,"Regular","Carga regular","0%",1,600
"2873",2021,"P",12873,"M","MEX",77.4,"Ninguna",7,160.5,78.7,30.55,100,700,"Regular","Sobrecarga","0%",1,700
"2874",2021,"U",12874,"O","EXT",81.5,"Deportiva",6,158.7,82.7,32.84,150,900,"Regular","Carga regular","0%",1,900
"2875",2021,"U",12875,"F","EXT",82.6,"Cultura",6,163.1,87.5,32.89,150,900,"Regular","Carga regular","0%",1,900
"2876",2021,"U",12876,"F","MEX",76.1,"Deportiva",7,159.8,86.1,33.72,150,1050,"Regular","Sobrecarga","0%",1,1050
"2877",2021,"U",12877,"M","MEX",73.7,"Cultura",6,160,75.7,29.57,150,900,"Regular","Carga regular","0%",1,900
"2878",2021,"P",12878,"M","EXT",72.2,"Cultura",6,161.9,77.6,29.61,100,600,"Regular","Carga regular","0%",1,600
"2879",2021,"U",12879,"M","MEX",83.5,"Cultura",6,159.3,80,31.53,150,900,"Regular","Carga regular","0%",1,900
"2880",2021,"U",12880,"O","EXT",76.3,"Cultura",6,158.4,82.8,33,150,900,"Regular","Carga regular","0%",1,900
"2881",2021,"U",12881,"O","MEX",76.6,"Ninguna",6,157.4,78.5,31.69,150,900,"Regular","Carga regular","0%",1,900
"2882",2021,"P",12882,"F","MEX",86,"Deportiva",5,154,87.4,36.85,100,500,"Regular","Menor carga","40%",0.6,300
"2883",2021,"U",12883,"O","EXT",76.4,"Cultura",6,159.4,69.7,27.43,150,900,"Regular","Carga regular","0%",1,900
"2884",2021,"U",12884,"F","EXT",84.1,"Cultura",5,160.5,80.8,31.37,150,750,"Regular","Menor carga","0%",1,750
"2885",2021,"P",12885,"O","EXT",79.4,"Ninguna",6,159.8,89.8,35.17,100,600,"Regular","Carga regular","0%",1,600
"2886",2021,"P",12886,"F","MEX",82.8,"Ninguna",6,162.5,74.7,28.29,100,600,"Regular","Carga regular","0%",1,600
"2887",2021,"P",12887,"F","MEX",80.1,"Cultura",6,156.5,89.9,36.71,100,600,"Regular","Carga regular","0%",1,600
"2888",2021,"P",12888,"O","MEX",76.6,"Cultura",6,162.7,80,30.22,100,600,"Regular","Carga regular","0%",1,600
"2889",2021,"P",12889,"O","MEX",78.6,"Ninguna",6,156.6,83,33.85,100,600,"Regular","Carga regular","0%",1,600
"2890",2021,"U",12890,"F","MEX",77.7,"Deportiva",6,159.7,76.5,30,150,900,"Regular","Carga regular","0%",1,900
"2891",2021,"P",12891,"M","MEX",85.1,"Deportiva",7,162.9,75,28.26,100,700,"Regular","Sobrecarga","40%",0.6,420
"2892",2021,"P",12892,"M","MEX",64.5,"Ninguna",6,158.7,83.8,33.27,100,600,"Bajo rendimiento","Carga regular","0%",1,600
"2893",2021,"U",12893,"F","MEX",74.8,"Deportiva",5,158.7,79,31.37,150,750,"Regular","Menor carga","0%",1,750
"2894",2021,"U",12894,"F","EXT",76.7,"Deportiva",6,162.5,83.6,31.66,150,900,"Regular","Carga regular","0%",1,900
"2895",2021,"P",12895,"F","MEX",79,"Cultura",6,162.6,88.1,33.32,100,600,"Regular","Carga regular","0%",1,600
"2896",2021,"U",12896,"M","MEX",82,"Cultura",6,158.9,76.5,30.3,150,900,"Regular","Carga regular","0%",1,900
"2897",2021,"U",12897,"M","MEX",76.9,"Ninguna",6,164.2,75,27.82,150,900,"Regular","Carga regular","0%",1,900
"2898",2021,"P",12898,"M","EXT",89.5,"Ninguna",5,158.4,77.5,30.89,100,500,"Regular","Menor carga","0%",1,500
"2899",2021,"U",12899,"F","MEX",76.1,"Deportiva",6,162.6,85.7,32.41,150,900,"Regular","Carga regular","0%",1,900
"2900",2021,"P",12900,"O","MEX",84.8,"Cultura",6,157.9,80.2,32.17,100,600,"Regular","Carga regular","0%",1,600
"2901",2021,"P",12901,"M","MEX",88.5,"Cultura",6,163.2,79.2,29.74,100,600,"Regular","Carga regular","50%",0.5,300
"2902",2021,"P",12902,"F","MEX",86.1,"Ninguna",6,159.3,82.2,32.39,100,600,"Regular","Carga regular","0%",1,600
"2903",2021,"U",12903,"O","EXT",86.9,"Ninguna",6,162.1,85.3,32.46,150,900,"Regular","Carga regular","0%",1,900
"2904",2021,"U",12904,"M","EXT",72.1,"Cultura",6,156.4,80.8,33.03,150,900,"Regular","Carga regular","0%",1,900
"2905",2021,"U",12905,"M","EXT",85,"Cultura",6,157.9,85.5,34.29,150,900,"Regular","Carga regular","50%",0.5,450
"2906",2021,"P",12906,"F","MEX",79.7,"Ninguna",6,159.2,84.1,33.18,100,600,"Regular","Carga regular","0%",1,600
"2907",2021,"U",12907,"F","MEX",80.6,"Ninguna",6,157.5,81.6,32.89,150,900,"Regular","Carga regular","0%",1,900
"2908",2021,"P",12908,"O","MEX",73.7,"Deportiva",6,162.9,79.8,30.07,100,600,"Regular","Carga regular","0%",1,600
"2909",2021,"P",12909,"M","MEX",79.9,"Ninguna",5,160.8,83.5,32.29,100,500,"Regular","Menor carga","0%",1,500
"2910",2021,"U",12910,"M","MEX",74.6,"Deportiva",6,162.3,91.1,34.58,150,900,"Regular","Carga regular","0%",1,900
"2911",2021,"U",12911,"F","EXT",84.2,"Cultura",6,162.5,77.3,29.27,150,900,"Regular","Carga regular","0%",1,900
"2912",2021,"P",12912,"F","MEX",80.6,"Ninguna",7,155.8,74.2,30.57,100,700,"Regular","Sobrecarga","0%",1,700
"2913",2021,"U",12913,"M","EXT",79.2,"Deportiva",6,159.9,88.2,34.5,150,900,"Regular","Carga regular","0%",1,900
"2914",2021,"U",12914,"M","EXT",68.3,"Cultura",6,160.9,82.3,31.79,150,900,"Bajo rendimiento","Carga regular","0%",1,900
"2915",2021,"P",12915,"F","MEX",84.6,"Ninguna",6,164,77.1,28.67,100,600,"Regular","Carga regular","0%",1,600
"2916",2021,"U",12916,"F","MEX",76.5,"Cultura",6,160,82.9,32.38,150,900,"Regular","Carga regular","0%",1,900
"2917",2021,"P",12917,"F","MEX",78.3,"Ninguna",6,164.1,80.1,29.75,100,600,"Regular","Carga regular","0%",1,600
"2918",2021,"U",12918,"F","MEX",83.7,"Cultura",6,159,81.4,32.2,150,900,"Regular","Carga regular","0%",1,900
"2919",2021,"P",12919,"F","MEX",77.9,"Cultura",6,161.1,85.4,32.91,100,600,"Regular","Carga regular","0%",1,600
"2920",2021,"U",12920,"F","MEX",83.2,"Cultura",6,166.4,68.5,24.74,150,900,"Regular","Carga regular","0%",1,900
"2921",2021,"U",12921,"F","EXT",83.3,"Deportiva",6,157.8,77.5,31.12,150,900,"Regular","Carga regular","0%",1,900
"2922",2021,"P",12922,"F","MEX",80.6,"Cultura",6,156.5,77,31.44,100,600,"Regular","Carga regular","0%",1,600
"2923",2021,"P",12923,"F","EXT",84.4,"Cultura",6,161.1,73.5,28.32,100,600,"Regular","Carga regular","0%",1,600
"2924",2021,"P",12924,"F","MEX",79.3,"Cultura",6,160.7,80.9,31.33,100,600,"Regular","Carga regular","0%",1,600
"2925",2021,"P",12925,"M","EXT",76.6,"Ninguna",6,160.2,83.7,32.61,100,600,"Regular","Carga regular","0%",1,600
"2926",2021,"P",12926,"M","MEX",77.9,"Deportiva",6,160,82.7,32.3,100,600,"Regular","Carga regular","0%",1,600
"2927",2021,"P",12927,"F","MEX",84.1,"Ninguna",6,159.8,76.9,30.11,100,600,"Regular","Carga regular","0%",1,600
"2928",2021,"U",12928,"O","MEX",76.8,"Deportiva",6,161.7,74.9,28.65,150,900,"Regular","Carga regular","0%",1,900
"2929",2021,"U",12929,"F","MEX",84.7,"Deportiva",6,163,78.4,29.51,150,900,"Regular","Carga regular","0%",1,900
"2930",2021,"P",12930,"M","EXT",81.7,"Cultura",6,158.4,76.3,30.41,100,600,"Regular","Carga regular","0%",1,600
"2931",2021,"U",12931,"F","MEX",79,"Deportiva",6,163,83.5,31.43,150,900,"Regular","Carga regular","0%",1,900
"2932",2021,"P",12932,"F","MEX",80.9,"Deportiva",6,157.6,72.5,29.19,100,600,"Regular","Carga regular","0%",1,600
"2933",2021,"U",12933,"F","MEX",84,"Deportiva",6,156.3,71.8,29.39,150,900,"Regular","Carga regular","0%",1,900
"2934",2021,"U",12934,"F","MEX",74.8,"Cultura",7,158.8,73.5,29.15,150,1050,"Regular","Sobrecarga","0%",1,1050
"2935",2021,"U",12935,"F","EXT",74.9,"Deportiva",6,162.2,85.6,32.54,150,900,"Regular","Carga regular","0%",1,900
"2936",2021,"P",12936,"F","EXT",78,"Cultura",6,164.3,82.6,30.6,100,600,"Regular","Carga regular","0%",1,600
"2937",2021,"U",12937,"O","EXT",79.7,"Cultura",6,165.4,79,28.88,150,900,"Regular","Carga regular","0%",1,900
"2938",2021,"U",12938,"O","MEX",85.9,"Ninguna",6,159,78.2,30.93,150,900,"Regular","Carga regular","0%",1,900
"2939",2021,"P",12939,"F","MEX",86.3,"Ninguna",6,163.5,83.7,31.31,100,600,"Regular","Carga regular","0%",1,600
