"type","title","rating","duration","listed_in","country","date_added","release_year"
"TV Show","Sid the Science Kid","TV-Y","1 Season","Kids' TV","United States","March 31, 2020",2008
"TV Show","Silver Spoon","TV-MA","2 Seasons","Crime TV Shows, International TV Shows, TV Action & Adventure","Russia","September 15, 2017",2015
"TV Show","Sin senos no hay paraíso","TV-14","1 Season","International TV Shows, Spanish-Language TV Shows, TV Dramas","Colombia, Mexico, United States","May 15, 2017",2008
"TV Show","Sin Senos sí Hay Paraíso","TV-MA","3 Seasons","International TV Shows, Spanish-Language TV Shows, TV Dramas","United States, Colombia","January 11, 2019",2018
"TV Show","Skin Wars","TV-14","3 Seasons","Reality TV","United States","October 1, 2016",2016
"TV Show","Skin Wars: Fresh Paint","TV-14","1 Season","Reality TV","United States","December 15, 2018",2016
"TV Show","Slobby's World","TV-MA","1 Season","Reality TV","United States","December 31, 2018",2018
"TV Show","Sotus The Series","TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Dramas","Thailand","May 25, 2019",2016
"TV Show","Space Racers","TV-Y","1 Season","Kids' TV","United States","March 31, 2020",2014
"TV Show","Spartacus","TV-MA","4 Seasons","TV Action & Adventure, TV Dramas","United States","February 1, 2015",2013
"TV Show","Splash and Bubbles","TV-Y","2 Seasons","Kids' TV","United States","August 13, 2018",2018
"TV Show","Star-Crossed","TV-14","1 Season","Romantic TV Shows, TV Dramas, TV Sci-Fi & Fantasy","United States","April 16, 2015",2014
"TV Show","Station Horizon","TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","Switzerland","September 1, 2016",2015
"TV Show","Stoked","TV-PG","1 Season","Kids' TV","United States, Canada","December 16, 2017",2010
"TV Show","Stone Age","TV-Y7","1 Season","Kids' TV, Korean TV Shows","South Korea","July 1, 2019",2017
"TV Show","Storage Wars: Northern Treasures","TV-MA","1 Season","International TV Shows, Reality TV","United States","July 22, 2019",2015
"TV Show","Strawberry Shortcake: Berry Bitty Adventures","TV-Y","1 Season","Kids' TV","France, United States, Canada","January 1, 2016",2015
"TV Show","Strong Girl Bong-soon","TV-14","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","South Korea","November 24, 2019",2017
"TV Show","Strongland","TV-PG","1 Season","Docuseries, International TV Shows",NA,"January 18, 2019",2018
"TV Show","Suits","TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Comedies","South Korea","December 1, 2019",2018
"TV Show","Super Bheem","TV-Y","1 Season","Kids' TV","India","June 28, 2019",2019
"TV Show","Super Wings","TV-Y","3 Seasons","Kids' TV, Korean TV Shows","United States, South Korea, China","December 1, 2020",2020
"TV Show","SuperNature: Wild Flyers","TV-PG","1 Season","British TV Shows, Docuseries, Science & Nature TV","United Kingdom","March 1, 2017",2016
"TV Show","Surviving R. Kelly Part II: The Reckoning","TV-MA","1 Season","Crime TV Shows, Docuseries","United States","April 13, 2020",2020
"TV Show","Swami Baba Ramdev: The Untold Story","TV-14","1 Season","International TV Shows, TV Dramas",NA,"May 1, 2018",2018
"TV Show","Sym-Bionic Titan","TV-PG","1 Season","Kids' TV","United States","December 15, 2019",2010
"TV Show","Taken","TV-14","2 Seasons","Crime TV Shows, TV Action & Adventure, TV Thrillers","France, United States","January 12, 2019",2018
"TV Show","Tales of the City (1993)","TV-MA","1 Season","TV Dramas","United Kingdom, United States","June 28, 2019",1993
"TV Show","Teresa","TV-PG","1 Season","International TV Shows, Romantic TV Shows, Spanish-Language TV Shows","Mexico","December 31, 2017",2010
"TV Show","Th Eena Meena Deeka Chase Comedy Show","TV-Y7","1 Season","Kids' TV, TV Comedies","India","March 31, 2018",2015
"TV Show","Thackeray","TV-MA","1 Season","TV Shows","India","May 25, 2019",2019
"TV Show","That '70s Show","TV-14","8 Seasons","TV Comedies","United States","November 1, 2017",2005
"TV Show","The 2000s","TV-MA","1 Season","Docuseries","United States","February 19, 2019",2018
"TV Show","The Adjusters","TV-PG","2 Seasons","International TV Shows, TV Dramas",NA,"September 18, 2017",2010
"TV Show","The Adventures of Figaro Pho","TV-Y7","2 Seasons","Kids' TV, TV Comedies","Australia",NA,2015
"TV Show","The Andy Griffith Show","TV-G","8 Seasons","Classic & Cult TV, TV Comedies","United States","July 1, 2017",1967
"TV Show","The Apartment","TV-PG","2 Seasons","International TV Shows, Reality TV","Singapore","December 14, 2018",2014
"TV Show","The Bachelor","TV-14","1 Season","Reality TV, Romantic TV Shows",NA,"December 1, 2019",2009
"TV Show","The Beat","TV-MA","1 Season","International TV Shows, TV Dramas",NA,"September 18, 2017",2012
"TV Show","The Beginning of Life: The Series","TV-PG","1 Season","Docuseries, International TV Shows, Science & Nature TV","Brazil","November 11, 2016",2016
"TV Show","The Bible's Buried Secrets","TV-14","1 Season","British TV Shows, Docuseries, Science & Nature TV","United Kingdom","February 1, 2019",2011
"TV Show","The Big Catch","TV-PG","1 Season","British TV Shows, Reality TV","United Kingdom","February 1, 2019",2015
"TV Show","The Blue Planet: A Natural History of the Oceans","TV-G","1 Season","British TV Shows, Docuseries, International TV Shows","United Kingdom","October 10, 2015",2001
"TV Show","The Bomb Squad","TV-MA","1 Season","British TV Shows, Docuseries","United Kingdom","February 1, 2019",2011
"TV Show","The Calling","TV-MA","1 Season","International TV Shows, Reality TV","India","April 1, 2019",2018
"TV Show","The Chefs' Line","TV-14","1 Season","International TV Shows, Reality TV","Australia","August 1, 2019",2017
"TV Show","The Code","TV-PG","1 Season","British TV Shows, Docuseries, International TV Shows","United Kingdom","February 1, 2018",2011
"TV Show","The Cravings","TV-14","2 Seasons","International TV Shows, Korean TV Shows, TV Comedies","South Korea","April 20, 2017",2016
"TV Show","The Curse of Oak Island","TV-PG","1 Season","Docuseries, Science & Nature TV","United States","September 15, 2019",2016
"TV Show","The Day My Butt Went Psycho!","TV-Y7","2 Seasons","Kids' TV, TV Comedies","Canada, Australia","June 30, 2015",2015
"TV Show","The Devil Is a Part-Timer!","TV-14","1 Season","Anime Series","Japan","April 1, 2019",2013
"TV Show","The Drunk and on Drugs Happy Funtime Hour","TV-MA","1 Season","International TV Shows, TV Comedies","Canada","August 24, 2018",2011
"TV Show","The Eighties","TV-PG","1 Season","Docuseries","United States","September 30, 2018",2016
"TV Show","The Fear","TV-MA","1 Season","British TV Shows, Crime TV Shows, TV Dramas","United Kingdom","March 31, 2017",2012
"TV Show","The Five","TV-MA","1 Season","British TV Shows, Crime TV Shows, TV Dramas","United Kingdom","September 15, 2017",2016
"TV Show","The Fosters","TV-14","5 Seasons","TV Dramas","United States","October 5, 2017",2017
"TV Show","The Furchester Hotel","TV-Y","2 Seasons","British TV Shows, Kids' TV","United Kingdom, United States","February 1, 2017",2015
"TV Show","The Future of Water","TV-PG","1 Season","Docuseries, International TV Shows, Science & Nature TV","Norway","July 1, 2016",2007
"TV Show","The Golden Years with Javed Akhtar","TV-G","1 Season","Docuseries, International TV Shows","India","June 1, 2017",2016
"TV Show","The Great British Baking Show: Masterclass","TV-PG","4 Seasons","British TV Shows, Reality TV","United Kingdom","December 1, 2018",2018
"TV Show","The Great Train Robbery","NR","1 Season","British TV Shows, Crime TV Shows, International TV Shows","United Kingdom","March 31, 2017",2013
"TV Show","The Guild","TV-MA","1 Season","TV Comedies","United States","March 2, 2019",2013
"TV Show","The Homecoming","TV-PG","1 Season","International TV Shows, Korean TV Shows, Reality TV",NA,"June 2, 2017",2015
"TV Show","The House That Made Me","TV-PG","3 Seasons","International TV Shows, Reality TV","India","March 31, 2017",2015
"TV Show","The Hunt","TV-PG","1 Season","British TV Shows, Docuseries, Science & Nature TV","United Kingdom","May 14, 2017",2015
"TV Show","The Inbetweeners","TV-MA","3 Seasons","British TV Shows, TV Comedies","United Kingdom","January 1, 2018",2010
"TV Show","The Investigator: A British Crime Story","TV-MA","2 Seasons","British TV Shows, Crime TV Shows, Docuseries","United Kingdom","March 5, 2020",2018
"TV Show","The Irish Mob","TV-MA","1 Season","Crime TV Shows, Docuseries",NA,"December 1, 2016",2008
"TV Show","The Jaime Maussan Show","TV-PG","1 Season","Docuseries, International TV Shows, Spanish-Language TV Shows","United States","December 1, 2017",2010
"TV Show","The Jungle Book","TV-Y7","1 Season","Kids' TV","India, Germany, France","May 11, 2019",2010
"TV Show","The Kindness Diaries","TV-PG","1 Season","Reality TV",NA,"May 1, 2019",2019
"TV Show","The L Word","TV-MA","6 Seasons","Romantic TV Shows, TV Dramas","Canada, United States","March 20, 2018",2009
"TV Show","The Lady in Dignity","TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Dramas","South Korea","January 30, 2018",2017
"TV Show","The Liar","TV-14","1 Season","Crime TV Shows, International TV Shows, TV Dramas",NA,"October 21, 2017",2013
"TV Show","The Lizzie Borden Chronicles","TV-14","1 Season","Crime TV Shows, TV Dramas, TV Thrillers","United States","February 1, 2016",2015
"TV Show","The Making of Frozen Planet","TV-PG","1 Season","British TV Shows, Docuseries, Science & Nature TV","United Kingdom, United States, Spain, Germany, Greece, Canada","January 28, 2016",2012
"TV Show","The Messengers","TV-14","1 Season","TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy","United States","April 17, 2016",2015
"TV Show","The Mind of a Chef","TV-PG","5 Seasons","Docuseries","United States","November 1, 2017",2016
"TV Show","The Minimighty Kids","TV-G","2 Seasons","Kids' TV, TV Comedies","France","April 15, 2018",2012
"TV Show","The Ministry of Time","TV-MA","3 Seasons","International TV Shows, Spanish-Language TV Shows, TV Action & Adventure","Spain","January 28, 2018",2017
"TV Show","The Mortified Guide","TV-MA","1 Season","Docuseries","United States","February 14, 2018",2018
"TV Show","The Most Beautiful Hands of Delhi","TV-MA","1 Season","International TV Shows, TV Comedies, TV Dramas","Sweden","July 20, 2017",2017
"TV Show","The Murder Detectives","TV-MA","1 Season","British TV Shows, Crime TV Shows, Docuseries","United Kingdom","March 31, 2017",2015
"TV Show","The Netflix Afterparty","TV-MA","1 Season","Stand-Up Comedy & Talk Shows, TV Comedies","United States","January 2, 2021",2021
"TV Show","The Nineties","TV-14","1 Season","Docuseries","United States","September 30, 2018",2017
"TV Show","The Office (U.S.)","TV-14","9 Seasons","TV Comedies","United States","January 1, 2016",2012
"TV Show","The Pyramid Code","TV-PG","1 Season","Docuseries, Science & Nature TV","Canada","February 8, 2016",2009
"TV Show","The Rap Game","TV-14","1 Season","Reality TV","United States","September 15, 2019",2016
"TV Show","The Real Football Factories","TV-MA","1 Season","British TV Shows, Docuseries, International TV Shows","United Kingdom","December 29, 2017",2006
"TV Show","The Returned","TV-MA","1 Season","International TV Shows, TV Dramas, TV Horror","France","February 17, 2019",2015
"TV Show","The Road to Calvary","TV-14","1 Season","International TV Shows, TV Dramas","Russia","September 1, 2018",2017
"TV Show","The Seventies","TV-PG","1 Season","Docuseries","United States","September 30, 2018",2015
"TV Show","The Sniffer","TV-MA","3 Seasons","Crime TV Shows, International TV Shows, TV Dramas","Ukraine","June 1, 2018",2017
"TV Show","The Story of God with Morgan Freeman","TV-14","2 Seasons","Docuseries","United States","February 1, 2019",2017
"TV Show","The Story of Us with Morgan Freeman","TV-14","1 Season","Docuseries","United States","February 1, 2019",2017
"TV Show","The Super Mario Bros. Super Show!","TV-Y7","1 Season","Kids' TV","United States, Canada","May 22, 2016",1989
"TV Show","The Traffickers","TV-MA","1 Season","Crime TV Shows, Docuseries","United States","January 22, 2018",2016
"TV Show","The Tudors","TV-MA","4 Seasons","TV Dramas","Ireland, Canada, United States, United Kingdom","January 8, 2018",2010
"TV Show","The Twilight Zone (Original Series)","TV-14","4 Seasons","Classic & Cult TV, TV Sci-Fi & Fantasy","United States","July 1, 2017",1963
"TV Show","The Underwear","TV-MA","1 Season","International TV Shows, TV Dramas, Teen TV Shows",NA,"June 19, 2018",2017
"TV Show","The Universe","TV-14","1 Season","Docuseries, Science & Nature TV","United States","September 15, 2019",2009
"TV Show","The Vietnam War: A Film by Ken Burns and Lynn Novick","TV-MA","1 Season","Docuseries","United States","June 20, 2018",2017
"TV Show","The War: A Film by Ken Burns and Lynn Novick","TV-14","1 Season","Docuseries","United States","February 22, 2017",2007
"TV Show","The West Wing","TV-14","7 Seasons","TV Dramas","United States","December 25, 2015",2005
"TV Show","The Womanizer","TV-MA","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","China","September 1, 2016",2010
"TV Show","The Year of Happiness and Love","TV-PG","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","Taiwan","September 1, 2016",2009
"TV Show","ThirTEEN Terrors","TV-14","1 Season","International TV Shows, TV Horror, TV Mysteries","Thailand","March 1, 2019",2014
"TV Show","This Is My Love","TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","South Korea","May 22, 2017",2015
"TV Show","Tientsin Mystic","TV-14","1 Season","Crime TV Shows, International TV Shows, TV Dramas","China","February 9, 2018",2017
"TV Show","Timeless Season","TV-14","1 Season","International TV Shows, TV Dramas",NA,"September 18, 2017",2009
"TV Show","Timeline","TV-14","1 Season","Crime TV Shows, Docuseries, International TV Shows",NA,"February 23, 2018",2014
"TV Show","Tip the Mouse","TV-Y","1 Season","Kids' TV","Germany, United States, Italy","September 1, 2017",2014
"TV Show","Toast of London","TV-MA","3 Seasons","British TV Shows, Classic & Cult TV, TV Comedies","United Kingdom","September 1, 2017",2015
"TV Show","Tobot","TV-Y7","2 Seasons","Kids' TV, Korean TV Shows","Canada","September 11, 2019",2018
"TV Show","Top 10 Secrets and Mysteries","TV-14","1 Season","British TV Shows, Docuseries, Science & Nature TV","United Kingdom, United States, Czech Republic","March 15, 2019",2018
"TV Show","Top Grier","TV-MA","3 Seasons","Reality TV","United States","December 31, 2018",2018
"TV Show","Towies","TV-MA","1 Season","International TV Shows, Reality TV",NA,"December 27, 2017",2016
"TV Show","Trotsky","TV-MA","1 Season","International TV Shows, TV Dramas","Russia","December 10, 2018",2017
"TV Show","Twin Peaks","TV-14","2 Seasons","Classic & Cult TV, Crime TV Shows, TV Dramas","United States","July 1, 2017",1990
"TV Show","Twirlywoos","TV-Y","2 Seasons","British TV Shows, Kids' TV","United Kingdom","May 15, 2020",2018
"TV Show","Ugly Duckling","TV-14","4 Seasons","International TV Shows, Romantic TV Shows, TV Dramas","Thailand","February 15, 2019",2015
"TV Show","V.R. Troopers","TV-G","2 Seasons","Kids' TV","United States","January 1, 2016",1995
"TV Show","ViR: The Robot Boy","TV-Y7","2 Seasons","Kids' TV",NA,"March 31, 2018",2013
"TV Show","Vroomiz","TV-Y","3 Seasons","Kids' TV, Korean TV Shows","South Korea","August 1, 2017",2016
"TV Show","Wake Up","TV-14","2 Seasons","International TV Shows, TV Dramas",NA,"March 31, 2018",2017
"TV Show","Wartime Portraits","TV-MA","1 Season","Docuseries, International TV Shows","Poland","September 15, 2016",2014
"TV Show","Weeds","TV-MA","8 Seasons","TV Comedies, TV Dramas","United States","April 1, 2014",2012
"TV Show","Weird Wonders of the World","TV-PG","2 Seasons","British TV Shows, Docuseries, Science & Nature TV","United Kingdom","March 31, 2017",2016
"TV Show","What Happens to My Family","TV-14","1 Season","International TV Shows, TV Comedies, TV Dramas","Turkey","May 5, 2017",2016
"TV Show","What Is Love?","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","Taiwan","January 1, 2017",2012
"TV Show","When Calls the Heart","TV-PG","5 Seasons","TV Dramas","United States","December 29, 2018",2017
"TV Show","Who's the One","TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","Taiwan","January 1, 2017",2011
